,id,transcription,file,len,OCEAN,scenario,seat,speaker,num_discourse
10274,"['BP', 'L02', '006', '0061']",아이유 온다고 하면 아이유 응원봉을 팔아야죠,42,6,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,61
10275,"['BP', 'L02', '006', '0062']",북쪽 출입구 호떡 옆집에서,42,4,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,62
10276,"['BP', 'L01', '005', '0062']",하나만 팔기에는 좀 아쉽긴 하다,42,5,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,62
10277,"['BP', 'L01', '005', '0063']",근데 부스 지금 네 자리나 남았는데,42,6,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,63
10278,"['BP', 'L02', '006', '0063']",그러니까,42,1,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,63
10279,"['BP', 'L04', '008', '0047']",다른 데 뭐 할 다른 2순위는 뭐 있을까요?,42,8,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,47
10280,"['BP', 'L04', '008', '0048']",만약에 남쪽 출입구에 커피랑 알코올을 탄다고 하고,42,7,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,48
10281,"['BP', 'L02', '006', '0064']",다른 데는,42,2,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,64
10282,"['BP', 'L04', '008', '0049']",나머지 3개 중에 2순위를 골라본다면?,42,5,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,49
10283,"['BP', 'L01', '005', '0064']",저는 응원봉 괜찮을 것 같아요,42,5,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,64
10284,"['BP', 'L01', '005', '0065']",이게 떼다가 팔면 되니까,42,4,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,65
10285,"['BP', 'L03', '007', '0040']",응원봉이 생각보다 진짜 비싸가지고 진짜 팬이면 살 텐데.,42,8,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,40
10286,"['BP', 'L02', '006', '0065']",근데 이미 갖고 있겠지 진짜 팬들은 그리고 여길 오는 가짜 팬들은 응원봉을 갑자기 살 리가 없겠죠.,42,16,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,65
10287,"['BP', 'L01', '005', '0066']",야광봉,42,1,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,66
10288,"['BP', 'L04', '008', '0050']",아 야광봉,42,2,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,50
10289,"['BP', 'L04', '008', '0051']",야광 팔찌 이런거 말씀하시는?,42,4,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,51
10290,"['BP', 'L01', '005', '0067']",네 이렇게 하기도 하고 이렇게 꽂아가지고 이렇게,42,7,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,67
10291,"['BP', 'L03', '007', '0041']",맞아 맞아,42,2,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,41
10292,"['BP', 'L01', '005', '0068']",부족마냥,42,1,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,68
10293,"['BP', 'L02', '006', '0066']",근데 이 축제가 17시 이후에도 쭉 진행이 되는 건가,42,9,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,66
10294,"['BP', 'L04', '008', '0052']",그러게요,42,1,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,52
10295,"['BP', 'L02', '006', '0067']",그러니까 밤에 해가 져야 야광봉을 살 수 있을텐데,42,8,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,67
10296,"['BP', 'L03', '007', '0042']",야광봉을 팔기에는,42,2,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,42
10297,"['BP', 'L01', '005', '0069']",축제는 무조건 밤인데,42,3,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,69
10298,"['BP', 'L02', '006', '0068']",그러니까,42,1,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,68
10299,"['BP', 'L04', '008', '0053']",근데 10시부터 5시까지 하면 이거는,42,5,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,53
10300,"['BP', 'L03', '007', '0043']",어르신들만 오는?,42,2,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,43
10301,"['BP', 'L02', '006', '0069']",제가 봤을 때는 입시 부스 맞는 것 같아요,42,8,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,69
10302,"['BP', 'L02', '006', '0070']",입시축제,42,1,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,70
10303,"['BP', 'L02', '006', '0071']",어 여기 설민석 오는 거 아니에요? 입시 축제,42,8,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,71
10304,"['BP', 'L04', '008', '0054']",오은영 샘 오고?,42,3,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,54
10305,"['BP', 'L01', '005', '0070']",큰 그림 미쳤다,42,3,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,70
10306,"['BP', 'L02', '006', '0072']",설민석 오은영 오실 것 같은데,42,5,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,72
10307,"['BP', 'L03', '007', '0044']",여기 좋은 학교다 여기 가야 겠다,42,6,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,44
10308,"['BP', 'L02', '006', '0073']",그러니까요,42,1,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,73
10309,"['BP', 'L01', '005', '0071']",여기 학교에요?,42,2,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,71
10310,"['BP', 'L03', '007', '0045']",몰라요 입시라고 해서 괜히,42,4,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,45
10311,"['BP', 'L02', '006', '0074']",학교 아니에요 여기?,42,3,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,74
10312,"['BP', 'L03', '007', '0046']",학생 상담 부스,42,3,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,46
10313,"['BP', 'L02', '006', '0075']",고등학교,42,1,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,75
10314,"['BP', 'L03', '007', '0047']",고등학교인지 대학교인지 우리 대학교로 와라,42,5,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,47
10315,"['BP', 'L02', '006', '0076']",그치 그런 거 하는 거죠,42,5,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,76
10316,"['BP', 'L04', '008', '0055']",아 대학 홍보 부스,42,4,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,55
10317,"['BP', 'L02', '006', '0077']",도 있고,42,2,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,77
10318,"['BP', 'L04', '008', '0056']",대학 홍보 부스 옆에서 술 팔기 조금 그런,42,8,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,56
10319,"['BP', 'L01', '005', '0072']",근데 대학 홍보라고 치기에는 연령대가 너무 15세에서 20대가,42,8,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,72
10320,"['BP', 'L04', '008', '0057']",너무 많나,42,2,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,57
10321,"['BP', 'L01', '005', '0073']","열, 17%밖에 안 돼요.",42,4,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,73
10322,"['BP', 'L02', '006', '0078']",관심이 없는 거죠 이제,42,4,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,78
10323,"['BP', 'L04', '008', '0058']",어른들이 부모님,42,2,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,58
10324,"['BP', 'L02', '006', '0079']",대신,42,1,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,79
10325,"['BP', 'L04', '008', '0059']",17살 분들의 부모님인거죠 이제 딱 나이가 40,42,7,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,59
10326,"['BP', 'L02', '006', '0080']",아니면 요새 노인대학,42,3,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,80
10327,"['BP', 'L01', '005', '0074']",노인대학,42,1,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,74
10328,"['BP', 'L02', '006', '0081']",노인대학 부스,42,2,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,81
10329,"['BP', 'L04', '008', '0060']",여기는 전 연령층이 대학을 지금 다 가는 거에요?,42,8,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,60
10330,"['BP', 'L02', '006', '0082']",그렇죠,42,1,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,82
10331,"['BP', 'L02', '006', '0083']",아니 동쪽 진학 상담 부스도 있어서 고등학생들이 많이 찾음 근데 하루 평균 고등학생이 12%밖에 안 오는데,42,16,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,83
10332,"['BP', 'L01', '005', '0075']",그니까요,42,1,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,75
10333,"['BP', 'L02', '006', '0084']",그 뭐가 많이 찾는다는 거예요,42,5,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,84
10334,"['BP', 'L02', '006', '0085']",그나마,42,1,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,85
10335,"['BP', 'L01', '005', '0076']",학생들은 걸러도 될 것 같아요. 지금 17%밖에 없어요,42,8,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,76
10336,"['BP', 'L03', '007', '0048']",돈이 안 돼요,42,3,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,48
10337,"['BP', 'L02', '006', '0086']",그러니까 학생들 돈이 어딨어,42,4,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,86
10338,"['BP', 'L03', '007', '0049']",미안해,42,1,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,49
10339,"['BP', 'L01', '005', '0077']",돈도 일주일에 1만 원씩 받는다는데 얼마나,42,6,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,77
10340,"['BP', 'L03', '007', '0050']",너네는 공부나 해라,42,3,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,50
10341,"['BP', 'L01', '005', '0078']",그걸로,42,1,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,78
10342,"['BP', 'L04', '008', '0061']",어 냉정하다 냉정한 어른들의 세계,42,5,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,61
10343,"['BP', 'L02', '006', '0087']",우리는 돈 쓰는 3050을 잡아야 돼요,42,6,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,87
10344,"['BP', 'L04', '008', '0062']",아 3050,42,2,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,62
10345,"['BP', 'L02', '006', '0088']",그래서 술,42,2,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,88
10346,"['BP', 'L01', '005', '0079']",저도 술,42,2,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,79
10347,"['BP', 'L04', '008', '0063']",여기 임영웅 왔으면 좋겠다,42,4,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,63
10348,"['BP', 'L01', '005', '0080']",임영웅이요?,42,1,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,80
10349,"['BP', 'L03', '007', '0051']",임영웅 오면 이제 그럼,42,4,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,51
10350,"['BP', 'L02', '006', '0089']",난리나지,42,1,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,89
10351,"['BP', 'L01', '005', '0081']",연령대 뒤에 더 늘어날 것 같아요,42,6,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,81
10352,"['BP', 'L03', '007', '0052']",맞아,42,1,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,52
10353,"['BP', 'L02', '006', '0090']",56세 이상 70%,42,3,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,90
10354,"['BP', 'L03', '007', '0053']",임영웅 응원봉 팔면 대박 날 것 같아요,42,7,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,53
10355,"['BP', 'L04', '008', '0065']",그치 그거는 대부분,42,3,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,65
10356,"['BP', 'L01', '005', '0082']",아니면 커피 잔에다가 임영웅 얼굴,42,5,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,82
10357,"['BP', 'L04', '008', '0066']",아,42,1,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,66
10358,"['BP', 'L02', '006', '0092']",좋다 좋다.,42,2,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,92
10359,"['BP', 'L04', '008', '0067']",근데 그러면 뭔가 그 어머님들을 위해 자녀분도 같이 올 것 같아서 한 40대까지 훅 늘어날 것 같아요,42,17,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,67
10360,"['BP', 'L02', '006', '0093']",그렇죠 대신 티켓팅 해드려야 되니까 같이,42,6,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,93
10361,"['BP', 'L04', '008', '0068']",트로트 축제도 재밌겠다,42,3,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,68
10362,"['BP', 'L01', '005', '0083']",대학 진학 부스 또 트로트?,42,5,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,83
10363,"['BP', 'L04', '008', '0069']",아 또 그런가,42,3,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,69
10364,"['BP', 'L03', '007', '0054']",트로트 잘 생겼으니까,42,3,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,54
10365,"['BP', 'L02', '006', '0094']",트로트는 20~30대 젊은 팬이 없나요?,42,5,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,94
10366,"['BP', 'L03', '007', '0055']",전 미스터트롯 다 봤어요,42,4,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,55
10367,"['BP', 'L04', '008', '0070']",어 진짜요?,42,2,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,70
10368,"['BP', 'L02', '006', '0095']",어 임명웅 부르자는 게 혹시 ,42,5,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,95
10369,"['BP', 'L03', '007', '0056']",아닙니다 사심이 조금 들어갔어요,42,4,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,56
10370,"['BP', 'L02', '006', '0096']",응원봉 있어요?,42,2,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,96
10371,"['BP', 'L02', '006', '0097']",응원봉 팔려는 게 혹시,42,4,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,97
10372,"['BP', 'L04', '008', '0071']",영웅시대에요?,42,1,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,71
10373,"['BP', 'L04', '008', '0072']",아이유 오고 조금 축제가 애매한 것 같아요.,42,7,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,72
10374,"['BP', 'L01', '005', '0085']",설정이 구체적으로 잡혀 있지가 않아가지고 저 같은 사람은 조금 힘드네요,42,10,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,85
10375,"['BP', 'L04', '008', '0073']",애쓰시라고,42,1,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,73
10376,"['BP', 'L01', '005', '0086']",아 네,42,2,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,86
10377,"['BP', 'L02', '006', '0098']",뭔 축제가 됐든 술이면 됩니다.,42,5,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,98
10378,"['BP', 'L03', '007', '0057']",축제니까,42,1,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,57
10379,"['BP', 'L04', '008', '0074']",약간 만약에 맥주 팔면 그 옆에서 닭강정 팔고 싶기도 해요,42,10,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,74
10380,"['BP', 'L02', '006', '0099']",좋다,42,1,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,99
10381,"['BP', 'L03', '007', '0058']",그거 콜팝,42,2,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,58
10382,"['BP', 'L04', '008', '0075']",어 약간 그런 느낌으로,42,4,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,75
10383,"['BP', 'L03', '007', '0059']",다 먹을 걸로 지금 계속 얘기가 돌아가는 것 같아요,42,9,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,59
10384,"['BP', 'L02', '006', '0100']",배고파서 그래요,42,2,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,100
10385,"['BP', 'L04', '008', '0076']",저희 점점 점심 시간이 다가와 가지고,42,6,"[0.5208333333333334, 0.6875, 0.7916666666666667, 0.6458333333333334, 0.25]",BP,L04,8,76
10386,"['BP', 'L02', '006', '0101']",먹을 거 아닌 걸로 한번 생각해 볼까요? 먹을 걸 빼고 아까 그 낚시도 괜찮고 붕어빵 옆집에서,42,16,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,101
10387,"['BP', 'L03', '007', '0060']",근데 항상 풍선이랑 이런 데는 쉬지 않고 했던 것 같아요. 공 던지기 그 통에,42,14,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,60
10388,"['BP', 'L01', '005', '0087']",그게 진짜 잘 돼요. 이렇게 통이 있고 이렇게 던지면,42,9,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,87
10389,"['BP', 'L01', '005', '0088']",튕겨나오는 거 있거든요 그게 진짜 빡세요,42,6,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,88
10390,"['BP', 'L03', '007', '0061']",튕겨나오는,42,1,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,61
10391,"['BP', 'L02', '006', '0102']",그럼 그런 거 해놓고 한 번에 천 원,42,8,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,102
10392,"['BP', 'L03', '007', '0062']",천 원 아니지 1회에 3천 원 막 이래,42,8,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,62
10393,"['BP', 'L02', '006', '0103']",1회에 3천 원이나 해요?,42,4,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,103
10394,"['BP', 'L01', '005', '0090']",6번 던지는 거에 막 한 4천 원 막 이래요.,42,9,"[0.5625, 0.8333333333333333, 0.8125, 0.3125, 0.27083333333333337]",BP,L01,5,90
10395,"['BP', 'L02', '006', '0104']",그럼 그러면 어떻게 해야 되지? 1회에 천 원,42,8,"[0.9375, 0.9583333333333333, 0.875, 0.35416666666666663, 0.1875]",BP,L02,6,104
10396,"['BP', 'L03', '007', '0063']",아니 그게 비싸다니까 엄청 요즘 물가가,42,6,"[0.45833333333333337, 0.6875, 0.7083333333333334, 0.5833333333333334, 0.33333333333333337]",BP,L03,7,63
