OCEAN,instruction,transcription
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",뭐 숙소를 근데 숙소 알아서 해왔겠죠
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",에? 우리가 해야 되는 거 아니에요?
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",우리가 해줘요?
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",다시 돌아갈까? 삼청동에 있는 대로
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아 이렇게
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",경복궁이랑 북촌이랑 이쪽이니까 광화문 쪽이 가까운 거 아니에요? 광화문 쪽에 호텔 하나 잡으면 되지 않을까
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",광화문 쪽에 호텔 비쌀 텐데 그 정도 돈이 있을까
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",있다고 하자 있다고 가정해 지금 돈이 엄청 많다고 하자
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",서구권이니까 돈이 좀 많다고 생각
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",스위스 친구
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아 1박 2일 쉽지 않네
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그러면 첫날에 와가지고 제가 이제 차가 있으니까 차가 있다는 가정하에 이렇게 돌아다니는 걸로 했다가 밤에 이제 체크인 하고 자고
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그래서 또 그럼 둘째 날 언제 가지?
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",2일차
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",점심에 보내죠
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",점심에 가요?
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",보내버려요
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",개짧아
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그럼 아침은 뭐 먹여요?
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",다시 아침 해장
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",해장
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아 해장을 김치찌개로
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",회도 먹여야 되는데
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",점심에 어떡해
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아니면 아싸리 요즘 핫하다는 양양으로 데리고 가?
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아예
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",양양 가는 데 1박 2일
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",안 돼 서울권은 안 돼
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그러게 그럼 이거 다 틀어져
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",일단 해장이 필요하지 않을까 얘가 그 정도는 많이 안 먹으려나
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",외국 애들은 해장을 어떻게 하나
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",먹고 싶은 거 말씀하세요
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",햄버거 먹을까요?
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",느끼해장
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",느끼해장
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",이거 저희 여행 계획 세우는 거 아니죠?
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그래 자기네들 것도 먹어봐야지
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그렇지 약간 그리울 수도 있으니까
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아니면 뭐 한우 햄버거 먹이든가요
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",한우 버거
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",오 불고기 버거
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",데리야끼 소스 거기 없지 않을까
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그래 불고기버거 먹이자 롯데리아
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",2개 정도 먹여
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",맥도날드 안 되고 롯데리아
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",최고의 대접이라고 아까 하지 않았나요?
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",최고의 대접
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아 여기 진짜 좋은 데다
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",진짜 롯데리아 한국에 밖에 없다
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",한국 최고의 기업이다 이렇게
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그래서 햄버거를 먹었어. 그 다음 또 뭐 하죠?
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",근데 쇼핑도 해보고 싶을 것 같아요
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아 얘 쇼핑해야겠다
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그러면 공항 가기 직전에 서울 어디에 그 짐 맡겨 놓고 이렇게
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",도심공항? 코엑스
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",도심공항 아 맞아요 그거 괜찮은데
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그럼 코엑스로 갈까요?
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",코엑스로 가시죠
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",가서 구경시키고 옷 사고
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",현대백화점도 있으니까 옆에
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",코엑스 간다고요?
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",네. 도심공항에 짐을 맡겼다는 가정이에요 지금
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",서울역에서?
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",네 코엑스 코엑스
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아 코엑스에서 그래서 코엑스
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아니 숙소가 광화문인데 코엑스까지 가서
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",차로 데려다 주실 거야
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아 오케이 오케이
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그래서 쇼핑을 막 거하게 해
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그래서 이제 마지막 끼인 거야
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",슬퍼
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",인생 사진 인생 내 거 찍어야지
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",어 인생네컷
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",같이 찍어야지 슬프니까
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",중간 중간에 있는 데에서 찍어도 될 것 같아요.
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",오후 전날 오후에 삼청동에서 찍을까요?
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",어 네네 좋아요
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",친구랑 하나 또 해야지
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",밥은 삼겹살 먹이나
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",마지막 점심 삼겹살이에요?
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",삼겹살 해야죠
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",삼쏘?
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",점심부터?
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그래요 삼쏘하고 비행기에서 자라
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",이렇게 하고 공항 가면 한 3시 4시 되지 않을까 삼겹살 먹이고
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",근데 공항을 한 2시간 전에는 그래도 도착을 해야 되니까
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아무튼 그 다음 비행기라고 가정을 하죠
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",비행기 비행기 오후 8시
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",시간 단위로 짤 수 없어요.
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",저희 잘 먹었을까요?
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",지금 너무 잘 먹였어요
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",너무 잘 먹였 토 나올 정도로 먹였어
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",청국장이나 김치찌개 먹이고 한강에서 치맥에 라면하고 다음 날 일어나서 해장 느끼 해장 그리고 삼쏘
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",웬만한 한국인보다 잘
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",회를 못 먹이기는 했다
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",회를 안 좋아하는 친구로 하자
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그걸 못 먹는
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",맞아 좀 못 먹는 친구들도 있지 않나 외국인들 중에는
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",외국인 친구들은 어색하니까
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",발표 누가 하실거에요?
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",대장님이 하세요
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아니요
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그러면 정리를 해보고
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",10시 아 8시
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",8시
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",공항 도착해서 수화물이랑 챙기고 뭐 하고 그러다 보면 2시간 지나니까 10시
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",10시 공항에서 비빔밥을 먹일까요?
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",우리 이렇게 시간 단위로 짰어요?
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그러니까 시간 단위는
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",원래 이렇게 짜야 되는 거 아니에요?
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",J죠?
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그래도 대안은 없다
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",비빔밥 먹이고
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",비빔밥 공항에서 먹고 이제 나와서 11시부터 아 그 이동 시간까지 다 고려하면 11시에서 11시 반 쯤에 현대미술관
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",네네
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",도착해서 구경하고 그 다음에 옆에 이제 뭐지 한우 또 뭐
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",네
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",점심 먹고
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그러면 한 한 14시 정도 될 것 같아요.
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그 다음에
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그때 이제 북촌 카페거리 가 가지고
O: 0.5208 C: 0.6875 E: 0.7917 A: 0.6458 N: 0.25,"주어진 대화를 보고, 성격 5요인을 예측하세요.",좀 아이스크림도 먹고 약간 한국 디저트 경험
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",거기 있어요 그거 있어요 아이스크림 붕어빵 있어요
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",오 좋다 좋다
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",안국역에 안국역에 삼청동 카페 거리에 있어요
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",좋은데요
O: 0.9375 C: 0.9583 E: 0.875 A: 0.3542 N: 0.1875,"주어진 대화를 보고, 성격 5요인을 예측하세요.",북촌 삼청동 카페거리에 아붕 먹어 이거 먹어
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아 스위스 친구
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그리고 인생네컷 찍고 한복 입고
O: 0.5625 C: 0.8333 E: 0.8125 A: 0.3125 N: 0.2708,"주어진 대화를 보고, 성격 5요인을 예측하세요.",한복 근데 경복궁 몇 시에 야간이에요?
O: 0.4583 C: 0.6875 E: 0.7083 A: 0.5833 N: 0.3333,"주어진 대화를 보고, 성격 5요인을 예측하세요.",한 5시 6시부터 아닌가
